"[['p value', '0.5'], 5]","[['p value', '1.53e-12'], 5]","[['p value', '0.234'], 5]","[['p value', '4.88e-06'], 5]","[['p value', '0.876'], 5]","[['p value', '0.05'], 5]"
"[['p value', '0.966'], 13]","[['p value', '0.0199'], 5]","[['p value', '0.657'], 8]","[['p value', '0.136'], 5]","[['p value', '6.77e-05'], 13]","[['p value', '0.43'], 5]"
"[['p value', '0.771'], 5]","[['p value', '9.31e-06'], 4]","[['p value', '0.774'], 5]","[['p value', '0.000104'], 4]","[['p value', '0.192'], 5]","[['p value', '0.708'], 4]"
"[['p value', '0.664'], 10]","[['p value', '1.5e-11'], 9]","[['p value', '0.428'], 7]","[['p value', '0.000348'], 8]","[['p value', '0.0424'], 10]","[['p value', '0.00589'], 9]"
"[['p value', '0.685'], 2]","[['p value', '5.35e-22'], 15]","[['p value', '0.433'], 2]","[['p value', '2.81e-09'], 14]","[['p value', '0.942'], 2]","[['p value', '1'], 14]"
"[['p value', '0.839'], 12]","[['p value', '5.97e-10'], 9]","[['p value', '0.913'], 10]","[['p value', '0.00449'], 8]","[['p value', '0.113'], 12]","[['p value', '0.628'], 8]"
"[['p value', '0.857'], 5]","[['p value', '6.32e-05'], 7]","[['p value', '0.857'], 4]","[['p value', '0.00428'], 8]","[['p value', '0.909'], 4]","[['p value', '0.999'], 7]"
"[['p value', '0.00557'], 6]","[['p value', '0.000748'], 4]","[['p value', '0.0619'], 6]","[['p value', '0.00469'], 4]","[['p value', '0.103'], 6]","[['p value', '0.176'], 4]"
"[['p value', '0.315'], 3]","[['p value', '5.51e-15'], 10]","[['p value', '0.984'], 2]","[['p value', '1.26e-08'], 10]","[['p value', '0.0314'], 3]","[['p value', '0.000124'], 8]"
"[['p value', '0.784'], 2]","[['p value', '1.18e-16'], 6]","[['p value', '0.653'], 2]","[['p value', '0.000312'], 5]","[['p value', '0.337'], 2]","[['p value', '0.00926'], 6]"
"[['p value', '0.714'], 3]","[['p value', '4.63e-05'], 5]","[['p value', '0.666'], 2]","[['p value', '0.0291'], 4]","[['p value', '0.872'], 3]","[['p value', '0.701'], 5]"
"[['p value', '0.336'], 7]","[['p value', '7.69e-13'], 10]","[['p value', '0.318'], 7]","[['p value', '4e-08'], 8]","[['p value', '0.0442'], 7]","[['p value', '0.00161'], 9]"
"[['p value', '0.444'], 10]","[['p value', '0.429'], 2]","[['p value', '0.5'], 8]","[['p value', '0.642'], 2]","[['p value', '0.00984'], 10]","[['p value', '0.968'], 2]"
"[['p value', '0.24'], 10]","[['p value', '1.24e-05'], 4]","[['p value', '0.0946'], 10]","[['p value', '0.031'], 4]","[['p value', '0.0517'], 10]","[['p value', '0.786'], 4]"
"[['p value', '0.417'], 2]","[['p value', '5.48e-17'], 13]","[['p value', '0.335'], 2]","[['p value', '3.32e-10'], 13]","[['p value', '0.574'], 2]","[['p value', '0.179'], 10]"
"[['p value', '0.0175'], 5]","[['p value', '5.48e-17'], 13]","[['p value', '0.357'], 5]","[['p value', '8.26e-15'], 13]","[['p value', '0.194'], 5]","[['p value', '0.732'], 13]"
"[['p value', '0.362'], 9]","[['p value', '0.138'], 2]","[['p value', '0.529'], 7]","[['p value', '0.335'], 2]","[['p value', '0.69'], 9]","[['p value', '0.911'], 2]"
"[['p value', '0.389'], 8]","[['p value', '3.35e-09'], 9]","[['p value', '0.591'], 7]","[['p value', '8.6e-05'], 9]","[['p value', '0.188'], 8]","[['p value', '0.00695'], 9]"
"[['p value', '0.144'], 7]","[['p value', '1.67e-07'], 4]","[['p value', '0.0653'], 7]","[['p value', '0.0018'], 4]","[['p value', '0.453'], 7]","[['p value', '0.71'], 4]"
"[['p value', '0.126'], 2]","[['p value', '0.000133'], 3]","[['p value', '0.233'], 2]","[['p value', '0.114'], 3]","[['p value', '0.0248'], 2]","[['p value', '0.264'], 3]"
"[['p value', '0.856'], 2]","[['p value', '0.0342'], 5]","[['p value', '0.225'], 2]","[['p value', '0.031'], 5]","[['p value', '0.0799'], 2]","[['p value', '0.91'], 5]"
"[['p value', '0.664'], 11]","[['p value', '8.15e-08'], 3]","[['p value', '0.354'], 11]","[['p value', '0.00246'], 3]","[['p value', '0.872'], 11]","[['p value', '0.104'], 3]"
"[['p value', '0.638'], 9]","[['p value', '8.23e-12'], 8]","[['p value', '0.472'], 9]","[['p value', '0.00121'], 7]","[['p value', '0.204'], 9]","[['p value', '0.387'], 7]"
"[['p value', '0.282'], 5]","[['p value', '1.27e-12'], 8]","[['p value', '0.129'], 5]","[['p value', '1.56e-09'], 8]","[['p value', '0.885'], 5]","[['p value', '0.279'], 8]"
"[['p value', '0.738'], 6]","[['p value', '0.137'], 2]","[['p value', '0.848'], 5]","[['p value', '0.137'], 2]","[['p value', '0.959'], 6]","[['p value', '0.5'], 2]"
"[['p value', '0.0093'], 2]","[['p value', '1.65e-23'], 7]","[['p value', '0.00715'], 2]","[['p value', '3.39e-13'], 7]","[['p value', '0.0478'], 2]","[['p value', '0.00156'], 7]"
"[['p value', '0.188'], 5]","[['p value', '7.08e-06'], 3]","[['p value', '0.0718'], 5]","[['p value', '0.00048'], 3]","[['p value', '0.172'], 5]","[['p value', '0.167'], 3]"
"[['p value', '0.979'], 7]","[['p value', '3.94e-13'], 6]","[['p value', '0.964'], 6]","[['p value', '0.000148'], 6]","[['p value', '0.113'], 7]","[['p value', '0.5'], 5]"
"[['p value', '0.769'], 7]","[['p value', '7.09e-20'], 12]","[['p value', '0.944'], 7]","[['p value', '1.67e-09'], 12]","[['p value', '0.287'], 7]","[['p value', '0.225'], 12]"
"[['p value', '0.5'], 2]","[['p value', '2.31e-40'], 4]","[['p value', '0.5'], 2]","[['p value', '2.96e-06'], 4]","[['p value', '0.685'], 2]","[['p value', '0.303'], 4]"
"[['p value', '0.838'], 4]","[['p value', '0.0473'], 2]","[['p value', '0.184'], 3]","[['p value', '0.0653'], 2]","[['p value', '0.948'], 4]","[['p value', '0.835'], 2]"
"[['p value', '0.898'], 6]","[['p value', '2.56e-19'], 9]","[['p value', '0.841'], 4]","[['p value', '0.00059'], 8]","[['p value', '0.0562'], 6]","[['p value', '0.664'], 8]"
"[['p value', '0.612'], 10]","[['p value', '7.97e-11'], 5]","[['p value', '0.743'], 10]","[['p value', '0.00015'], 6]","[['p value', '0.0023'], 10]","[['p value', '0.0691'], 4]"
"[['p value', '0.783'], 3]","[['p value', '3.87e-11'], 8]","[['p value', '0.731'], 3]","[['p value', '1.27e-12'], 8]","[['p value', '0.00808'], 3]","[['p value', '0.146'], 8]"
"[['p value', '4.83e-05'], 11]","[['p value', '3.22e-08'], 3]","[['p value', '0.00127'], 9]","[['p value', '8.73e-05'], 3]","[['p value', '0.174'], 11]","[['p value', '0.0125'], 3]"
"[['p value', '0.664'], 22]","[['p value', '2.45e-10'], 13]","[['p value', '0.741'], 22]","[['p value', '0.000469'], 12]","[['p value', '0.147'], 22]","[['p value', '0.0473'], 13]"
"[['p value', '0.159'], 4]","[['p value', '2.45e-10'], 12]","[['p value', '0.549'], 4]","[['p value', '0.0424'], 11]","[['p value', '0.577'], 4]","[['p value', '0.832'], 11]"
"[['p value', '0.55'], 5]","[['p value', '2.11e-12'], 11]","[['p value', '0.857'], 5]","[['p value', '8e-06'], 11]","[['p value', '0.631'], 5]","[['p value', '0.782'], 11]"
"[['p value', '0.557'], 4]","[['p value', '1.65e-17'], 8]","[['p value', '0.71'], 3]","[['p value', '0.000106'], 7]","[['p value', '0.548'], 3]","[['p value', '0.708'], 8]"
"[['p value', '0.5'], 2]","[['p value', '0.0303'], 2]","[['p value', '0.5'], 2]","[['p value', '0.173'], 2]","[['p value', '0.149'], 2]","[['p value', '0.233'], 2]"
"[['p value', '0.428'], 6]","[['p value', '0.5'], 2]","[['p value', '0.0899'], 6]","[['p value', '0.681'], 2]","[['p value', '0.0454'], 6]","[['p value', '0.429'], 2]"
"[['p value', '0.31'], 8]","[['p value', '0.00197'], 6]","[['p value', '0.242'], 6]","[['p value', '0.0116'], 6]","[['p value', '0.291'], 8]","[['p value', '0.15'], 6]"
"[['p value', '0.627'], 3]","[['p value', '4.04e-13'], 8]","[['p value', '0.5'], 3]","[['p value', '1.21e-07'], 8]","[['p value', '0.807'], 3]","[['p value', '0.332'], 8]"
"[['p value', '0.342'], 2]","[['p value', '1.33e-21'], 11]","[['p value', '0.596'], 2]","[['p value', '3.8e-09'], 10]","[['p value', '0.421'], 2]","[['p value', '5.77e-05'], 10]"
"[['p value', '0.000539'], 8]","[['p value', '3.6e-17'], 11]","[['p value', '0.0408'], 8]","[['p value', '6.39e-08'], 10]","[['p value', '0.64'], 8]","[['p value', '0.639'], 11]"
"[['p value', '0.00545'], 8]","[['p value', '8e-05'], 5]","[['p value', '0.0946'], 8]","[['p value', '0.00898'], 5]","[['p value', '0.28'], 8]","[['p value', '0.297'], 7]"
"[['p value', '0.5'], 3]","[['p value', '1.66e-14'], 9]","[['p value', '0.5'], 3]","[['p value', '4.23e-08'], 9]","[['p value', '0.5'], 3]","[['p value', '0.088'], 9]"
"[['p value', '0.262'], 7]","[['p value', '2.84e-09'], 6]","[['p value', '0.442'], 7]","[['p value', '0.2'], 5]","[['p value', '0.57'], 7]","[['p value', '0.2'], 5]"
"[['p value', '0.602'], 2]","[['p value', '2.4e-08'], 7]","[['p value', '0.143'], 2]","[['p value', '0.000233'], 4]","[['p value', '0.233'], 2]","[['p value', '0.379'], 6]"
"[['p value', '0.5'], 4]","[['p value', '0.113'], 2]","[['p value', '0.559'], 4]","[['p value', '0.404'], 2]","[['p value', '0.978'], 4]","[['p value', '0.964'], 2]"
"[['p value', '0.335'], 5]","[['p value', '1.89e-24'], 13]","[['p value', '0.337'], 5]","[['p value', '2.89e-13'], 11]","[['p value', '0.122'], 5]","[['p value', '0.161'], 13]"
"[['p value', '0.786'], 4]","[['p value', '5.31e-39'], 1]","[['p value', '0.541'], 4]","[['p value', '0.206'], 1]","[['p value', '0.135'], 4]","[['p value', '0.0907'], 1]"
"[['p value', '0.112'], 3]","[['p value', '3.43e-10'], 9]","[['p value', '0.118'], 3]","[['p value', '1.36e-05'], 7]","[['p value', '0.395'], 3]","[['p value', '0.82'], 9]"
"[['p value', '0.854'], 11]","[['p value', '2.07e-37'], 3]","[['p value', '0.951'], 11]","[['p value', '0.185'], 2]","[['p value', '0.791'], 11]","[['p value', '0.767'], 2]"
"[['p value', '0.887'], 4]","[['p value', '0.952'], 2]","[['p value', '0.77'], 4]","[['p value', '0.969'], 2]","[['p value', '0.7'], 4]","[['p value', '0.306'], 2]"
"[['p value', '0.616'], 4]","[['p value', '1.19e-12'], 2]","[['p value', '0.863'], 4]","[['p value', '4.8e-07'], 2]","[['p value', '0.189'], 4]","[['p value', '0.53'], 2]"
"[['p value', '0.25'], 3]","[['p value', '5.68e-12'], 9]","[['p value', '0.293'], 3]","[['p value', '0.000121'], 9]","[['p value', '0.0182'], 3]","[['p value', '0.00202'], 9]"
"[['p value', '0.0239'], 9]","[['p value', '7.09e-20'], 8]","[['p value', '0.00758'], 9]","[['p value', '1.65e-12'], 8]","[['p value', '1.33e-06'], 9]","[['p value', '0.082'], 8]"
"[['p value', '0.904'], 6]","[['p value', '1.66e-14'], 5]","[['p value', '0.424'], 5]","[['p value', '1.72e-11'], 5]","[['p value', '0.631'], 6]","[['p value', '0.00427'], 5]"
"[['p value', '0.5'], 13]","[['p value', '2.45e-10'], 3]","[['p value', '0.564'], 10]","[['p value', '0.337'], 3]","[['p value', '0.00251'], 13]","[['p value', '0.0706'], 3]"
"[['p value', '0.233'], 2]","[['p value', '7.44e-36'], 16]","[['p value', '0.0984'], 2]","[['p value', '4.53e-38'], 15]","[['p value', '0.5'], 2]","[['p value', '0.981'], 15]"
"[['p value', '0.085'], 8]","[['p value', '7.69e-13'], 12]","[['p value', '0.0967'], 8]","[['p value', '7.65e-11'], 12]","[['p value', '0.0036'], 8]","[['p value', '0.000124'], 12]"
"[['p value', '0.88'], 2]","[['p value', '0.298'], 4]","[['p value', '0.658'], 2]","[['p value', '0.226'], 4]","[['p value', '0.431'], 2]","[['p value', '0.299'], 3]"
"[['p value', '0.528'], 10]","[['p value', '3.99e-06'], 7]","[['p value', '0.558'], 10]","[['p value', '0.0125'], 5]","[['p value', '0.196'], 10]","[['p value', '0.982'], 4]"
"[['p value', '0.00346'], 12]","[['p value', '0.00213'], 2]","[['p value', '0.00191'], 12]","[['p value', '0.00142'], 2]","[['p value', '0.122'], 12]","[['p value', '0.0432'], 2]"
"[['p value', '0.000783'], 3]","[['p value', '1.92e-20'], 5]","[['p value', '0.0278'], 3]","[['p value', '1.63e-10'], 5]","[['p value', '0.652'], 3]","[['p value', '0.266'], 5]"
"[['p value', '0.0984'], 2]","[['p value', '0.0416'], 2]","[['p value', '0.143'], 2]","[['p value', '0.183'], 2]","[['p value', '0.596'], 2]","[['p value', '0.398'], 2]"
"[['p value', '0.558'], 3]","[['p value', '0.00132'], 2]","[['p value', '0.857'], 3]","[['p value', '0.0317'], 2]","[['p value', '0.694'], 3]","[['p value', '0.33'], 2]"
"[['p value', '0.5'], 3]","[['p value', '0.00313'], 3]","[['p value', '0.616'], 3]","[['p value', '0.0425'], 3]","[['p value', '0.548'], 3]","[['p value', '0.543'], 3]"
"[['p value', '0.622'], 6]","[['p value', '0.000572'], 7]","[['p value', '0.854'], 5]","[['p value', '0.0755'], 7]","[['p value', '0.999'], 6]","[['p value', '0.862'], 7]"
"[['p value', '0.5'], 3]","[['p value', '2.12e-06'], 5]","[['p value', '0.618'], 3]","[['p value', '3.35e-05'], 5]","[['p value', '0.901'], 3]","[['p value', '0.5'], 4]"
"[['p value', '0.000203'], 17]","[['p value', '3.97e-43'], 4]","[['p value', '0.000315'], 16]","[['p value', '0.000322'], 3]","[['p value', '0.103'], 16]","[['p value', '0.108'], 3]"
"[['p value', '0.472'], 8]","[['p value', '7.87e-06'], 4]","[['p value', '0.0243'], 5]","[['p value', '0.0122'], 4]","[['p value', '0.593'], 6]","[['p value', '0.838'], 4]"
"[['p value', '1.16e-34'], 3]","[['p value', '0.00274'], 3]","[['p value', '0.0641'], 2]","[['p value', '0.0212'], 3]","[['p value', '0.346'], 2]","[['p value', '0.185'], 3]"
"[['p value', '0.573'], 6]","[['p value', '1.79e-16'], 10]","[['p value', '0.573'], 6]","[['p value', '4.72e-10'], 10]","[['p value', '0.986'], 6]","[['p value', '0.00497'], 10]"
"[['p value', '0.0221'], 5]","[['p value', '1.92e-20'], 9]","[['p value', '0.102'], 5]","[['p value', '1.58e-09'], 9]","[['p value', '0.128'], 5]","[['p value', '0.00217'], 9]"
"[['p value', '0.0599'], 10]","[['p value', '1.11e-30'], 5]","[['p value', '0.0691'], 10]","[['p value', '0.0607'], 4]","[['p value', '0.048'], 10]","[['p value', '0.346'], 4]"
"[['p value', '0.00545'], 9]","[['p value', '7.69e-13'], 15]","[['p value', '0.321'], 6]","[['p value', '6.66e-07'], 14]","[['p value', '0.0887'], 9]","[['p value', '0.194'], 15]"
"[['p value', '0.848'], 3]","[['p value', '1.14e-07'], 7]","[['p value', '0.5'], 3]","[['p value', '0.000315'], 7]","[['p value', '0.0899'], 3]","[['p value', '0.111'], 7]"
