0.3281204982094562,0.3281204982094562,1.0,1,0
8.553158817654539e-11,0.18603365304089636,4.5976406299855176e-10,20,10
0.2906362734298562,0.30226172436705045,0.9615384615384615,2,0
4.595478481516161e-13,0.03054118608804135,1.504682387995258e-11,20,11
0.22653737190337375,0.22653737190337375,1.0,1,0
0.0003560309241830312,0.35194742151679437,0.0010116025929345867,7,3
0.0043513289140891835,0.3308785595389778,0.013150833708149628,6,2
0.6191067768285119,0.6191067768285119,1.0,1,0
0.7314422232943747,0.7314422232943747,1.0,1,0
0.046822357770140835,0.07208086859547913,0.6495809315632679,12,0
0.18243242038286434,0.18243242038286434,1.0,1,0
0.0021564329519279516,0.5709219667362326,0.003777106290471792,10,3
0.18318082861973745,0.19050806176452695,0.9615384615384615,2,0
0.28839460262303107,0.28839460262303107,1.0,1,0
0.00039899568865083424,0.2697210855279639,0.0014792899408284025,3,2
1.5130191994435233e-07,0.6435459704781934,2.351066231242593e-07,20,8
0.2927098208625613,0.3044182136970638,0.9615384615384615,2,0
0.40766286462654033,0.40766286462654033,1.0,1,0
0.4413311031043361,0.4413311031043361,1.0,1,0
0.4815111589525005,0.4815111589525005,1.0,1,0
0.4297005169079585,0.46476407908764794,0.9245562130177515,3,0
0.00910499013116242,0.12309946657331583,0.07396449704142016,3,1
0.08093498392612909,0.5917655234340281,0.13676867056475617,5,1
0.012718476030500137,0.33068037679300355,0.038461538461538464,2,1
0.0031452145893728035,0.003826634458831246,0.8219271067593517,6,0
0.3713305624244322,0.5081915152036611,0.7306902050019843,9,0
0.0017276660341041862,0.4048727762055355,0.004267182521620393,4,2
0.08829635021877227,0.27303698229131546,0.3233860463802113,15,1
0.024490819216325007,0.3311158758047139,0.07396449704142016,3,1
0.0001702274548733272,0.06500223947234818,0.0026187936947271117,9,3
0.01773395449244697,0.4610828168036212,0.038461538461538464,2,1
0.011527536341741933,0.15585229134035083,0.07396449704142016,3,1
0.0019635531140802893,0.2392791060959878,0.008206120233885368,5,2
0.038930439058132274,0.04736483167178296,0.8219271067593517,6,0
0.0001396045030658786,0.26539097475501683,0.0005260333483259855,6,3
0.0009388613314280689,0.002641612209523969,0.3554122471281491,19,1
0.012966597242309141,0.3371315283000377,0.038461538461538464,2,1
0.33329932416365066,0.3466312971301967,0.9615384615384615,2,0
2.1804483904621787e-05,0.09964125836798443,0.00021882987290360988,5,3
0.22025447935097778,0.2290646585250169,0.9615384615384615,2,0
0.0001400369781009627,0.2551852438111184,0.0005487659709846487,12,4
0.2669020634075633,0.2669020634075633,1.0,1,0
0.33853944955689314,0.3661642686407356,0.9245562130177515,3,0
0.0077130134861241074,0.05639459281336079,0.13676867056475617,5,1
0.0402991215020007,0.3777585917435543,0.10667956304050978,4,1
1.7399079544252227e-06,0.16538000489533544,1.0520666966519705e-05,6,4
0.4659592072588725,0.4659592072588725,1.0,1,0
0.616305201641346,0.616305201641346,1.0,1,0
0.6135983380863751,0.6381422716098302,0.9615384615384615,2,0
0.023554632920410334,0.1722224309349989,0.13676867056475617,5,1
8.127185252546583e-16,0.0020254736109229787,4.0124863679873583e-13,20,12
0.00025946852929209946,0.4932549050698313,0.0005260333483259855,6,3
0.018713823737333875,0.48655941717068074,0.038461538461538464,2,1
0.006101748414324159,0.010988904179014214,0.5552645027132752,16,0
0.24051860780402046,0.24051860780402046,1.0,1,0
0.3312133357963186,0.3312133357963186,1.0,1,0
1.4089649868685966e-18,0.7132635147150374,1.9753779042399296e-18,20,15
3.805997181738578e-11,0.03973976096234977,9.577302655002013e-10,9,7
0.001034397184385479,0.002867524809964106,0.36072824227750167,20,1
0.39948366338718333,0.39948366338718333,1.0,1,0
