"[0.5297548768676754, 0.5297548768676754, 1.0, 1, 0]","[0.4083333815145676, 0.42466671677515033, 0.9615384615384615, 2, 0]"
"[0.5, 0.5, 1.0, 1, 0]","[0.5, 0.5, 1.0, 1, 0]"
"[0.16313687894503626, 0.644985130122344, 0.2529312248083791, 10, 1]","[2.7140051090887e-22, 0.001213890779794724, 2.2357901997967674e-19, 16, 14]"
"[0.0074157060185854155, 0.152459117397856, 0.0486406201554575, 11, 2]","[0.4760452514841551, 0.4760452514841551, 1.0, 1, 0]"
"[0.4815686641915553, 0.5008314107592176, 0.9615384615384615, 2, 0]","[0.13810399084164549, 0.13810399084164549, 1.0, 1, 0]"
"[0.3454519329611654, 0.37364081069079647, 0.9245562130177515, 3, 0]","[0.022425416008803174, 0.3031916244390187, 0.07396449704142016, 3, 1]"
"[0.11989614467796823, 0.14587199240902038, 0.8219271067593517, 6, 0]","[4.611586147909575e-11, 0.06565278950496622, 7.024204428603505e-10, 12, 8]"
"[0.48660592278700776, 0.640340197759805, 0.7599178132020633, 8, 0]","[0.611875132632223, 0.636350137937512, 0.9615384615384615, 2, 0]"
"[0.7973759062443191, 0.7973759062443191, 1.0, 1, 0]","[0.7973759062443191, 0.7973759062443191, 1.0, 1, 0]"
"[0.7086198848130916, 0.8289850380348087, 0.8548041910297263, 5, 0]","[3.3820937517086317e-06, 0.3214714202504071, 1.0520666966519705e-05, 6, 4]"
"[0.12287687812504762, 0.5774913887787122, 0.2127769876965777, 8, 1]","[0.0007815053238489859, 0.5282975989219144, 0.0014792899408284025, 3, 2]"
"[0.5401003058225788, 0.5401003058225788, 1.0, 1, 0]","[1.1369231544362607e-11, 0.09131550961131174, 1.2450493451502612e-10, 8, 7]"
"[0.4936081321406111, 0.5133524574262356, 0.9615384615384615, 2, 0]","[0.21719717419886775, 0.21719717419886775, 1.0, 1, 0]"
"[0.6035806721143874, 0.6035806721143874, 1.0, 1, 0]","[0.6035806721143874, 0.6035806721143874, 1.0, 1, 0]"
"[0.5828720919037046, 0.7670199089657581, 0.7599178132020633, 8, 0]","[2.1598744290985954e-10, 0.06672192853275494, 3.237128297390679e-09, 7, 6]"
"[0.7462422571933712, 0.7462422571933712, 1.0, 1, 0]","[2.643438052078828e-10, 0.2760107044020603, 9.577302655002013e-10, 9, 7]"
"[0.5576512335318943, 0.6784679918035195, 0.8219271067593517, 6, 0]","[0.00031231645263059136, 0.21112592197827973, 0.0014792899408284025, 3, 2]"
"[0.6466387931123169, 0.7564759273505126, 0.8548041910297263, 5, 0]","[0.049007206503252715, 0.6625774319239763, 0.07396449704142016, 3, 1]"
"[0.5, 0.5, 1.0, 1, 0]","[0.31317516878210305, 0.3257021755333872, 0.9615384615384615, 2, 0]"
"[0.5, 0.5, 1.0, 1, 0]","[0.015073506161325006, 0.20379380330111396, 0.07396449704142016, 3, 1]"
"[0.4220932687603065, 0.4937894235776249, 0.8548041910297263, 5, 0]","[2.472238941456438e-05, 0.10908875522393768, 0.00022662637742830775, 10, 4]"
"[0.6649882203526616, 0.777942161878727, 0.8548041910297263, 5, 0]","[1.2005323060117684e-12, 0.25070363739309365, 4.7886513275010046e-12, 9, 8]"
"[0.35756984802356523, 0.38674754762228813, 0.9245562130177515, 3, 0]","[0.0004733997094316027, 0.3200182035757634, 0.0014792899408284025, 3, 2]"
"[0.30920711328992595, 0.36172858829510945, 0.8548041910297263, 5, 0]","[7.71880067581989e-12, 0.0685704932233755, 1.1256737866351778e-10, 14, 9]"
"[0.4656677406442308, 0.5665560082088539, 0.8219271067593517, 6, 0]","[0.012473136623377774, 0.1686368071480674, 0.07396449704142016, 3, 1]"
"[0.5594064069399267, 0.5594064069399267, 1.0, 1, 0]","[6.81854771462677e-07, 0.3115912660439282, 2.1882987290360987e-06, 5, 4]"
